Shipment_ID,Customer_ID,Origin_ServiceCenter_ID,Destination_ServiceCenter_ID,Driver_ID,Equipment_ID,Pickup_Date,Delivery_Date,Promised_Delivery_Date,Month,Quarter,Year,Service_Type,Origin_State_Full,Destination_State_Full,Weight_lbs,Pieces,Pallets,Freight_Class,Transit_Days_Actual,Transit_Days_Promised,On_Time,Base_Rate_USD,Fuel_Surcharge_USD,Accessorial_Charges_USD,Total_Revenue_USD,Total_Cost_USD,Gross_Margin_USD,Gross_Margin_Pct,Claim_Filed,Claim_Reason,Claim_Amount_USD,Miles,Revenue_Per_Hundredweight,Revenue_Per_Mile
PRO1004586,CUST0067,SC002,SC023,DRV0069,TRK0008,"Wednesday, May 1, 2024","Friday, May 3, 2024","Friday, May 3, 2024",May,2,2024,Time-Critical,Washington,Tennessee,5719.2,43,10,125,2,2,TRUE,"$1,264.35 ",$234.44 ,$50 ,"$1,548.79 ","$1,183.97 ",$364.82 ,23.56,FALSE,No Claim,$0 ,644,$27.08 ,1.39
PRO1004608,CUST0052,SC018,SC005,DRV0003,TRK0113,"Thursday, February 16, 2023","Saturday, February 18, 2023","Saturday, February 18, 2023",February,1,2023,Standard LTL,Georgia,Kentucky,16925.2,11,2,150,2,2,TRUE,"$3,827.65 ","$1,044.25 ",$150 ,"$5,021.90 ","$3,106.82 ","$1,915.08 ",38.13,FALSE,No Claim,$0 ,2409,$29.67 ,14.9
PRO1004667,CUST0192,SC011,SC004,DRV0062,TRK0140,"Tuesday, April 4, 2023","Thursday, April 6, 2023","Thursday, April 6, 2023",April,2,2023,Residential,Illinois,Tennessee,3837.9,35,8,92.5,2,2,TRUE,$454.97 ,$88.66 ,$50 ,$593.63 ,$480.27 ,$113.36 ,19.1,FALSE,No Claim,$0 ,1267,$15.47 ,1.35
PRO1004675,CUST0011,SC018,SC025,DRV0025,TRK0150,"Tuesday, September 19, 2023","Thursday, September 21, 2023","Thursday, September 21, 2023",September,3,2023,Flatbed,Utah,Kentucky,9185.6,15,3,300,2,2,TRUE,"$2,588.50 ",$569.23 ,$250 ,"$3,407.73 ","$2,416.13 ",$991.60 ,29.1,FALSE,No Claim,$0 ,1731,$37.10 ,4.74
PRO1004701,CUST0220,SC023,SC022,DRV0023,TRK0006,"Sunday, September 3, 2023","Tuesday, September 5, 2023","Tuesday, September 5, 2023",September,3,2023,Trade Show,Florida,Washington,4644.6,29,7,200,2,2,TRUE,$535.68 ,$125.83 ,$50 ,$711.51 ,$501.48 ,$210.03 ,29.52,FALSE,No Claim,$0 ,2182,$15.32 ,0.41
PRO1004726,CUST0207,SC020,SC010,DRV0104,TRK0112,"Friday, November 22, 2024","Sunday, November 24, 2024","Sunday, November 24, 2024",November,4,2024,Trade Show,Texas,Pennsylvania,15381.4,47,11,77.5,2,2,TRUE,"$2,231.95 ",$407.02 ,$150 ,"$2,788.97 ","$2,355.89 ",$433.08 ,15.53,FALSE,No Claim,$0 ,690,$18.13 ,1.3
PRO1004730,CUST0106,SC001,SC017,DRV0132,TRK0148,"Tuesday, October 29, 2024","Thursday, October 31, 2024","Thursday, October 31, 2024",October,4,2024,Trade Show,Missouri,Arkansas,5993.5,34,8,125,2,2,TRUE,$594.28 ,$139.23 ,$250 ,$983.51 ,$805.87 ,$177.64 ,18.06,FALSE,No Claim,$0 ,750,$16.41 ,2.18
PRO1004739,CUST0260,SC028,SC005,DRV0159,TRK0006,"Friday, July 28, 2023","Sunday, July 30, 2023","Sunday, July 30, 2023",July,3,2023,Standard LTL,Georgia,Alabama,2117.8,11,2,55,2,2,TRUE,$594.22 ,$143.61 ,$100 ,$837.84 ,$660.57 ,$177.27 ,21.16,FALSE,No Claim,$0 ,1648,$39.56 ,0.5
PRO1004759,CUST0186,SC025,SC019,DRV0086,TRK0038,"Saturday, October 7, 2023","Monday, October 9, 2023","Monday, October 9, 2023",October,4,2023,Time-Critical,Maryland,Utah,16631.2,13,3,150,2,2,TRUE,"$4,649.84 ","$1,063.28 ",$75 ,"$5,788.11 ","$4,470.19 ","$1,317.92 ",22.77,FALSE,No Claim,$0 ,331,$34.80 ,4.33
PRO1004787,CUST0098,SC009,SC022,DRV0131,TRK0014,"Wednesday, November 22, 2023","Friday, November 24, 2023","Friday, November 24, 2023",November,4,2023,Residential,Florida,Missouri,2855.2,42,10,150,2,2,TRUE,$891.40 ,$229.85 ,$50 ,"$1,171.25 ",$955.22 ,$216.03 ,18.44,FALSE,No Claim,$0 ,1860,$41.02 ,0.63
PRO1004789,CUST0285,SC025,SC006,DRV0121,TRK0024,"Sunday, December 17, 2023","Tuesday, December 19, 2023","Tuesday, December 19, 2023",December,4,2023,Residential,California,Utah,9777,34,8,125,2,2,TRUE,"$1,637.58 ",$318.43 ,$200 ,"$2,156.01 ","$1,435.65 ",$720.36 ,33.41,FALSE,No Claim,$0 ,1806,$22.05 ,1.75
PRO1004863,CUST0112,SC015,SC006,DRV0112,TRK0101,"Saturday, December 21, 2024","Monday, December 23, 2024","Monday, December 23, 2024",December,4,2024,Residential,California,Indiana,2253.7,30,7,150,2,2,TRUE,$347.52 ,$83.16 ,$75 ,$505.68 ,$391.37 ,$114.31 ,22.61,FALSE,No Claim,$0 ,389,$22.44 ,1.41
PRO1004866,CUST0117,SC013,SC016,DRV0019,TRK0037,"Thursday, August 3, 2023","Saturday, August 5, 2023","Saturday, August 5, 2023",August,3,2023,Residential,Minnesota,North Carolina,11771.9,23,5,150,2,2,TRUE,"$3,212.42 ",$838.80 ,$100 ,"$4,151.22 ","$2,434.55 ","$1,716.67 ",41.35,FALSE,No Claim,$0 ,2393,$35.26 ,4.64
PRO1004925,CUST0138,SC005,SC019,DRV0142,TRK0137,"Friday, August 18, 2023","Sunday, August 20, 2023","Sunday, August 20, 2023",August,3,2023,Residential,Maryland,Georgia,926,6,1,400,2,2,TRUE,$207.34 ,$55.03 ,$250 ,$512.37 ,$287.30 ,$225.07 ,43.93,FALSE,No Claim,$0 ,889,$55.33 ,1.6
PRO1004967,CUST0251,SC021,SC017,DRV0008,TRK0073,"Sunday, June 16, 2024","Tuesday, June 18, 2024","Tuesday, June 18, 2024",June,2,2024,Retail,Missouri,Massachusetts,13334.1,8,2,50,2,2,TRUE,"$3,335.15 ",$618.61 ,$50 ,"$4,003.76 ","$3,397.19 ",$606.57 ,15.15,FALSE,No Claim,$0 ,433,$30.03 ,1.81
PRO1000014,CUST0016,SC028,SC018,DRV0096,TRK0036,"Friday, June 14, 2024","Tuesday, June 18, 2024","Wednesday, June 19, 2024",June,2,2024,Flatbed,Kentucky,Alabama,9308.8,21,5,60,4,5,TRUE,"$2,870.52 ",$639.78 ,$150 ,"$3,660.30 ","$2,471.82 ","$1,188.48 ",32.47,FALSE,No Claim,$0 ,2415,$39.32 ,6.37
PRO1000018,CUST0104,SC019,SC010,DRV0129,TRK0118,"Wednesday, April 10, 2024","Sunday, April 14, 2024","Monday, April 15, 2024",April,2,2024,Time-Critical,Texas,Maryland,7871.5,9,2,85,4,5,TRUE,"$2,479.69 ",$523.15 ,$75 ,"$3,077.84 ","$2,306.65 ",$771.19 ,25.06,FALSE,No Claim,$0 ,1178,$39.10 ,3.51
PRO1000104,CUST0054,SC005,SC028,DRV0075,TRK0097,"Friday, January 20, 2023","Tuesday, January 24, 2023","Wednesday, January 25, 2023",January,1,2023,Standard LTL,Alabama,Georgia,17529.4,40,10,55,4,5,TRUE,"$6,028.48 ","$1,119.52 ",$75 ,"$7,223 ","$5,488.93 ","$1,734.07 ",24.01,FALSE,No Claim,$0 ,698,$41.21 ,3.03
PRO1000116,CUST0119,SC006,SC014,DRV0026,TRK0033,"Saturday, September 7, 2024","Wednesday, September 11, 2024","Thursday, September 12, 2024",September,3,2024,Time-Critical,Michigan,California,16056.4,9,2,200,4,5,TRUE,"$5,356.99 ","$1,173.40 ",$50 ,"$6,580.39 ","$4,415.02 ","$2,165.37 ",32.91,FALSE,No Claim,$0 ,2115,$40.98 ,12.32
PRO1000164,CUST0122,SC030,SC002,DRV0060,TRK0024,"Wednesday, March 6, 2024","Sunday, March 10, 2024","Monday, March 11, 2024",March,1,2024,Retail,Tennessee,Pennsylvania,11058.5,29,7,65,4,5,TRUE,"$1,236.98 ",$298.81 ,$100 ,"$1,635.79 ","$1,072.32 ",$563.47 ,34.45,FALSE,No Claim,$0 ,2460,$14.79 ,17.98
PRO1000248,CUST0229,SC026,SC002,DRV0146,TRK0134,"Wednesday, July 17, 2024","Sunday, July 21, 2024","Monday, July 22, 2024",July,3,2024,Trade Show,Tennessee,New Mexico,19047.8,5,1,400,4,5,TRUE,"$2,919.99 ",$806.40 ,$75 ,"$3,801.39 ","$2,704 ","$1,097.39 ",28.87,FALSE,No Claim,$0 ,1065,$19.96 ,3.61
PRO1000329,CUST0032,SC019,SC028,DRV0114,TRK0048,"Wednesday, April 10, 2024","Sunday, April 14, 2024","Monday, April 15, 2024",April,2,2024,Standard LTL,Alabama,Maryland,10657.3,13,3,300,4,5,TRUE,"$2,890.52 ",$663.46 ,$50 ,"$3,603.98 ","$2,489.50 ","$1,114.48 ",30.92,FALSE,No Claim,$0 ,2129,$33.82 ,48.05
PRO1000572,CUST0292,SC028,SC003,DRV0117,TRK0097,"Tuesday, August 22, 2023","Saturday, August 26, 2023","Sunday, August 27, 2023",August,3,2023,Residential,Texas,Alabama,13690.2,40,10,300,4,5,TRUE,"$1,363.75 ",$249.65 ,$75 ,"$1,688.40 ","$1,145.79 ",$542.61 ,32.14,FALSE,No Claim,$0 ,145,$12.33 ,0.68
PRO1000606,CUST0226,SC008,SC030,DRV0117,TRK0118,"Saturday, February 25, 2023","Wednesday, March 1, 2023","Thursday, March 2, 2023",February,1,2023,Time-Critical,Pennsylvania,Colorado,1083.6,26,6,100,4,5,TRUE,$144.34 ,$35.83 ,$75 ,$255.16 ,$166.70 ,$88.46 ,34.67,FALSE,No Claim,$0 ,1507,$23.55 ,0.15
PRO1000625,CUST0110,SC020,SC012,DRV0061,TRK0038,"Monday, May 15, 2023","Friday, May 19, 2023","Saturday, May 20, 2023",May,2,2023,Trade Show,Ohio,Pennsylvania,14458.8,37,9,77.5,4,5,TRUE,"$3,991.91 ","$1,060.23 ",$75 ,"$5,127.14 ","$3,349 ","$1,778.14 ",34.68,FALSE,No Claim,$0 ,742,$35.46 ,7.69
PRO1000669,CUST0160,SC028,SC013,DRV0199,TRK0031,"Wednesday, June 19, 2024","Sunday, June 23, 2024","Monday, June 24, 2024",June,2,2024,Time-Critical,North Carolina,Alabama,10559.7,21,5,92.5,4,5,TRUE,"$2,329.58 ",$600.09 ,$200 ,"$3,129.67 ","$2,320.16 ",$809.51 ,25.87,FALSE,No Claim,$0 ,2490,$29.64 ,1.71
PRO1000715,CUST0055,SC004,SC026,DRV0194,TRK0099,"Sunday, March 12, 2023","Thursday, March 16, 2023","Friday, March 17, 2023",March,1,2023,Trade Show,New Mexico,Illinois,9895.6,18,4,250,4,5,TRUE,"$3,164.93 ",$576.42 ,$200 ,"$3,941.35 ","$3,120.81 ",$820.54 ,20.82,FALSE,No Claim,$0 ,1159,$39.83 ,20.42
PRO1001022,CUST0173,SC008,SC030,DRV0019,TRK0112,"Sunday, January 1, 2023","Thursday, January 5, 2023","Friday, January 6, 2023",January,1,2023,Trade Show,Pennsylvania,Colorado,430.2,28,7,55,4,5,TRUE,$100.74 ,$18.98 ,$75 ,$194.72 ,$121.14 ,$73.58 ,37.79,FALSE,No Claim,$0 ,2073,$45.26 ,0.67
PRO1001068,CUST0288,SC006,SC026,DRV0112,TRK0019,"Friday, December 20, 2024","Tuesday, December 24, 2024","Wednesday, December 25, 2024",December,4,2024,Standard LTL,New Mexico,California,14192.1,32,8,92.5,4,5,TRUE,"$2,450.29 ",$452.22 ,$75 ,"$2,977.51 ","$2,307.03 ",$670.48 ,22.52,FALSE,No Claim,$0 ,1981,$20.98 ,1.32
PRO1001085,CUST0005,SC022,SC007,DRV0037,TRK0091,"Wednesday, October 30, 2024","Sunday, November 3, 2024","Monday, November 4, 2024",October,4,2024,Standard LTL,Arizona,Florida,18524.6,31,7,300,4,5,TRUE,"$2,994.70 ",$600.07 ,$200 ,"$3,794.77 ","$3,132.97 ",$661.80 ,17.44,FALSE,No Claim,$0 ,2155,$20.49 ,2.4
PRO1001146,CUST0023,SC018,SC028,DRV0151,TRK0078,"Wednesday, March 15, 2023","Sunday, March 19, 2023","Monday, March 20, 2023",March,1,2023,Retail,Alabama,Kentucky,15135.4,17,4,300,4,5,TRUE,"$5,275.10 ","$1,129.02 ",$50 ,"$6,454.12 ","$4,134.89 ","$2,319.23 ",35.93,FALSE,No Claim,$0 ,1847,$42.64 ,6.87
PRO1001340,CUST0264,SC019,SC029,DRV0061,TRK0070,"Monday, June 5, 2023","Friday, June 9, 2023","Saturday, June 10, 2023",June,2,2023,Standard LTL,Ohio,Maryland,14145.2,38,9,200,4,5,TRUE,"$1,990.16 ",$365.51 ,$75 ,"$2,430.67 ","$1,916.20 ",$514.47 ,21.17,FALSE,No Claim,$0 ,2116,$17.18 ,2.09
PRO1001358,CUST0286,SC025,SC015,DRV0147,TRK0051,"Wednesday, January 3, 2024","Sunday, January 7, 2024","Monday, January 8, 2024",January,1,2024,Trade Show,Indiana,Utah,19408.2,48,12,50,4,5,TRUE,"$3,870.74 ","$1,074.58 ",$50 ,"$4,995.33 ","$3,366.88 ","$1,628.45 ",32.6,FALSE,No Claim,$0 ,1971,$25.74 ,2.32
PRO1001374,CUST0259,SC014,SC018,DRV0180,TRK0027,"Saturday, June 17, 2023","Wednesday, June 21, 2023","Thursday, June 22, 2023",June,2,2023,Trade Show,Kentucky,Michigan,18318.2,28,7,55,4,5,TRUE,"$5,362.99 ","$1,083.95 ",$75 ,"$6,521.93 ","$5,183.62 ","$1,338.31 ",20.52,FALSE,No Claim,$0 ,132,$35.60 ,2.68
PRO1001438,CUST0135,SC014,SC015,DRV0160,TRK0006,"Thursday, June 13, 2024","Monday, June 17, 2024","Tuesday, June 18, 2024",June,2,2024,Residential,Indiana,Michigan,9848.3,22,5,70,4,5,TRUE,"$1,755.79 ",$354.84 ,$100 ,"$2,210.64 ","$1,832.71 ",$377.93 ,17.1,FALSE,No Claim,$0 ,1588,$22.45 ,1.72
PRO1001468,CUST0036,SC008,SC001,DRV0015,TRK0089,"Saturday, June 17, 2023","Wednesday, June 21, 2023","Thursday, June 22, 2023",June,2,2023,Retail,Arkansas,Colorado,8972.3,23,5,55,4,5,TRUE,"$2,181.73 ",$500.40 ,$50 ,"$2,732.13 ","$2,295.98 ",$436.15 ,15.96,FALSE,No Claim,$0 ,1537,$30.45 ,1.11
PRO1001526,CUST0227,SC026,SC015,DRV0160,TRK0129,"Thursday, March 23, 2023","Monday, March 27, 2023","Tuesday, March 28, 2023",March,1,2023,Flatbed,Indiana,New Mexico,5238.9,14,3,55,4,5,TRUE,"$1,323.10 ",$245.71 ,$75 ,"$1,643.81 ","$1,016.32 ",$627.49 ,38.17,FALSE,No Claim,$0 ,2466,$31.38 ,0.69
PRO1001600,CUST0263,SC013,SC028,DRV0102,TRK0044,"Friday, May 10, 2024","Tuesday, May 14, 2024","Wednesday, May 15, 2024",May,2,2024,Trade Show,Alabama,North Carolina,2241.3,7,1,150,4,5,TRUE,$746.54 ,$156.64 ,$50 ,$953.18 ,$634.72 ,$318.46 ,33.41,FALSE,No Claim,$0 ,2106,$42.53 ,0.41
PRO1001765,CUST0116,SC007,SC019,DRV0158,TRK0034,"Friday, February 17, 2023","Tuesday, February 21, 2023","Wednesday, February 22, 2023",February,1,2023,Residential,Maryland,Arizona,15749.1,42,10,150,4,5,TRUE,"$2,202.61 ",$587.32 ,$50 ,"$2,839.93 ","$1,802.65 ","$1,037.28 ",36.52,FALSE,No Claim,$0 ,598,$18.03 ,2.51
PRO1001786,CUST0070,SC016,SC003,DRV0190,TRK0018,"Friday, June 2, 2023","Tuesday, June 6, 2023","Wednesday, June 7, 2023",June,2,2023,Flatbed,Texas,Minnesota,8500.7,5,1,77.5,4,5,TRUE,"$1,253.20 ",$320.55 ,$75 ,"$1,648.74 ","$1,048.83 ",$599.91 ,36.39,FALSE,No Claim,$0 ,2205,$19.40 ,1.45
PRO1001793,CUST0258,SC029,SC006,DRV0030,TRK0020,"Monday, June 10, 2024","Friday, June 14, 2024","Saturday, June 15, 2024",June,2,2024,Trade Show,California,Ohio,4092.9,37,9,300,4,5,TRUE,"$1,315.56 ",$256.26 ,$75 ,"$1,646.82 ","$1,365.88 ",$280.94 ,17.06,FALSE,No Claim,$0 ,1462,$40.24 ,31.67
PRO1001795,CUST0163,SC025,SC024,DRV0149,TRK0030,"Monday, July 31, 2023","Friday, August 4, 2023","Saturday, August 5, 2023",July,3,2023,Standard LTL,Oregon,Utah,1659.3,38,9,150,4,5,TRUE,$350.84 ,$71.44 ,$200 ,$622.28 ,$412.76 ,$209.52 ,33.67,FALSE,No Claim,$0 ,2330,$37.50 ,1.44
PRO1001909,CUST0227,SC017,SC014,DRV0043,TRK0130,"Sunday, March 17, 2024","Thursday, March 21, 2024","Friday, March 22, 2024",March,1,2024,Flatbed,Michigan,Missouri,4925.8,43,10,400,4,5,TRUE,"$1,094.29 ",$288.03 ,$100 ,"$1,482.32 ",$850.52 ,$631.80 ,42.62,FALSE,No Claim,$0 ,2047,$30.09 ,0.74
PRO1002040,CUST0300,SC018,SC006,DRV0109,TRK0091,"Friday, July 19, 2024","Tuesday, July 23, 2024","Wednesday, July 24, 2024",July,3,2024,Time-Critical,California,Kentucky,4202.7,40,10,175,4,5,TRUE,"$1,051.76 ",$200.18 ,$50 ,"$1,301.94 ","$1,090.86 ",$211.08 ,16.21,FALSE,No Claim,$0 ,1827,$30.98 ,2.62
PRO1002073,CUST0232,SC028,SC020,DRV0085,TRK0118,"Sunday, April 21, 2024","Thursday, April 25, 2024","Friday, April 26, 2024",April,2,2024,Trade Show,Pennsylvania,Alabama,14092.3,33,8,60,4,5,TRUE,"$1,449.36 ",$291.75 ,$50 ,"$1,791.11 ","$1,466.61 ",$324.50 ,18.12,FALSE,No Claim,$0 ,1411,$12.71 ,1.17
PRO1002103,CUST0169,SC015,SC027,DRV0014,TRK0149,"Sunday, October 29, 2023","Thursday, November 2, 2023","Friday, November 3, 2023",October,4,2023,Time-Critical,Oklahoma,Indiana,220.4,11,2,85,4,5,TRUE,$44.26 ,$12.12 ,$75 ,$131.39 ,$92.27 ,$39.12 ,29.77,FALSE,No Claim,$0 ,2311,$59.61 ,0.73
PRO1002155,CUST0100,SC015,SC010,DRV0098,TRK0014,"Monday, May 29, 2023","Friday, June 2, 2023","Saturday, June 3, 2023",May,2,2023,Flatbed,Texas,Indiana,17824.7,6,1,60,4,5,TRUE,"$3,927.61 ","$1,045.04 ",$50 ,"$5,022.65 ","$3,331.16 ","$1,691.49 ",33.68,FALSE,No Claim,$0 ,1131,$28.18 ,2.2
PRO1002157,CUST0029,SC011,SC017,DRV0139,TRK0075,"Wednesday, June 7, 2023","Sunday, June 11, 2023","Monday, June 12, 2023",June,2,2023,Time-Critical,Missouri,Tennessee,12692.3,45,11,60,4,5,TRUE,"$4,176.78 ","$1,029.70 ",$75 ,"$5,281.48 ","$3,511.81 ","$1,769.67 ",33.51,FALSE,No Claim,$0 ,824,$41.61 ,13.83
PRO1002175,CUST0276,SC029,SC025,DRV0193,TRK0117,"Saturday, April 20, 2024","Wednesday, April 24, 2024","Thursday, April 25, 2024",April,2,2024,Standard LTL,Utah,Ohio,3798.3,48,12,100,4,5,TRUE,"$1,017.98 ",$211.21 ,$50 ,"$1,279.19 ","$1,010.50 ",$268.69 ,21,FALSE,No Claim,$0 ,1927,$33.68 ,0.53
PRO1002205,CUST0178,SC020,SC021,DRV0012,TRK0101,"Tuesday, September 17, 2024","Saturday, September 21, 2024","Sunday, September 22, 2024",September,3,2024,Residential,Massachusetts,Pennsylvania,9745.6,2,1,200,4,5,TRUE,"$2,817.67 ",$624.80 ,$100 ,"$3,542.46 ","$2,168.11 ","$1,374.35 ",38.8,FALSE,No Claim,$0 ,1651,$36.35 ,2.08
PRO1002215,CUST0196,SC006,SC024,DRV0005,TRK0047,"Monday, February 5, 2024","Friday, February 9, 2024","Saturday, February 10, 2024",February,1,2024,Time-Critical,Oregon,California,17648.7,28,7,70,4,5,TRUE,"$1,910.59 ",$408.96 ,$75 ,"$2,394.55 ","$1,885.67 ",$508.88 ,21.25,FALSE,No Claim,$0 ,2193,$13.57 ,1.86
PRO1002235,CUST0275,SC025,SC009,DRV0196,TRK0002,"Tuesday, April 11, 2023","Saturday, April 15, 2023","Sunday, April 16, 2023",April,2,2023,Flatbed,Missouri,Utah,4915.2,20,5,125,4,5,TRUE,$751.95 ,$199.06 ,$75 ,"$1,026.02 ",$582.99 ,$443.03 ,43.18,FALSE,No Claim,$0 ,1285,$20.87 ,0.57
PRO1002305,CUST0127,SC008,SC024,DRV0102,TRK0147,"Sunday, March 17, 2024","Thursday, March 21, 2024","Friday, March 22, 2024",March,1,2024,Time-Critical,Oregon,Colorado,14112.2,37,9,100,4,5,TRUE,"$2,377.72 ",$465.51 ,$75 ,"$2,918.23 ","$2,254.12 ",$664.11 ,22.76,FALSE,No Claim,$0 ,2142,$20.68 ,3.15
PRO1002343,CUST0116,SC023,SC016,DRV0057,TRK0055,"Sunday, August 20, 2023","Thursday, August 24, 2023","Friday, August 25, 2023",August,3,2023,Time-Critical,Minnesota,Washington,12355.1,37,9,92.5,4,5,TRUE,"$4,160.05 ","$1,074.21 ",$100 ,"$5,334.27 ","$3,077.28 ","$2,256.99 ",42.31,FALSE,No Claim,$0 ,2178,$43.17 ,6.63
PRO1002367,CUST0119,SC003,SC004,DRV0060,TRK0122,"Thursday, July 27, 2023","Monday, July 31, 2023","Tuesday, August 1, 2023",July,3,2023,Time-Critical,Illinois,Texas,10645.6,8,2,50,4,5,TRUE,"$2,464.60 ",$465.46 ,$75 ,"$3,005.06 ","$2,273.49 ",$731.57 ,24.34,FALSE,No Claim,$0 ,1384,$28.23 ,4.27
PRO1002716,CUST0297,SC001,SC027,DRV0055,TRK0015,"Sunday, December 15, 2024","Thursday, December 19, 2024","Friday, December 20, 2024",December,4,2024,Flatbed,Oklahoma,Arkansas,3323,5,1,60,4,5,TRUE,$327.49 ,$63.32 ,$250 ,$640.81 ,$383.53 ,$257.28 ,40.15,FALSE,No Claim,$0 ,1777,$19.28 ,0.32
PRO1002807,CUST0212,SC027,SC025,DRV0056,TRK0093,"Friday, November 29, 2024","Tuesday, December 3, 2024","Wednesday, December 4, 2024",November,4,2024,Time-Critical,Utah,Oklahoma,17579.9,29,7,70,4,5,TRUE,"$3,918.14 ",$717.86 ,$75 ,"$4,711 ","$3,000.72 ","$1,710.28 ",36.3,FALSE,No Claim,$0 ,1550,$26.80 ,3.13
PRO1002837,CUST0085,SC029,SC007,DRV0042,TRK0086,"Saturday, April 13, 2024","Wednesday, April 17, 2024","Thursday, April 18, 2024",April,2,2024,Time-Critical,Arizona,Ohio,6333.2,27,6,400,4,5,TRUE,"$1,396.18 ",$386.21 ,$75 ,"$1,857.39 ","$1,384.14 ",$473.25 ,25.48,FALSE,No Claim,$0 ,955,$29.33 ,1.3
PRO1002913,CUST0228,SC002,SC018,DRV0147,TRK0034,"Friday, December 6, 2024","Tuesday, December 10, 2024","Wednesday, December 11, 2024",December,4,2024,Time-Critical,Kentucky,Tennessee,18682.2,25,6,65,4,5,TRUE,"$5,807.74 ","$1,547.41 ",$100 ,"$7,455.15 ","$5,671.04 ","$1,784.11 ",23.93,FALSE,No Claim,$0 ,2382,$39.91 ,4.49
PRO1002917,CUST0155,SC006,SC022,DRV0076,TRK0100,"Tuesday, May 23, 2023","Saturday, May 27, 2023","Sunday, May 28, 2023",May,2,2023,Retail,Florida,California,946.7,36,9,77.5,4,5,TRUE,$239.53 ,$46.26 ,$150 ,$435.78 ,$243.10 ,$192.68 ,44.21,FALSE,No Claim,$0 ,1824,$46.03 ,1.11
PRO1002981,CUST0178,SC030,SC026,DRV0185,TRK0123,"Wednesday, September 4, 2024","Sunday, September 8, 2024","Monday, September 9, 2024",September,3,2024,Retail,New Mexico,Pennsylvania,16038.4,10,2,77.5,4,5,TRUE,"$1,939.18 ",$373.49 ,$50 ,"$2,362.67 ","$1,336.50 ","$1,026.17 ",43.43,FALSE,No Claim,$0 ,1900,$14.73 ,1.81
PRO1003026,CUST0189,SC015,SC012,DRV0110,TRK0018,"Monday, May 8, 2023","Friday, May 12, 2023","Saturday, May 13, 2023",May,2,2023,Standard LTL,Ohio,Indiana,5526.2,39,9,100,4,5,TRUE,"$1,723.25 ",$466.32 ,$50 ,"$2,239.57 ","$1,839.82 ",$399.75 ,17.85,FALSE,No Claim,$0 ,707,$40.53 ,2.12
PRO1003089,CUST0221,SC004,SC007,DRV0071,TRK0010,"Monday, November 20, 2023","Friday, November 24, 2023","Saturday, November 25, 2023",November,4,2023,Standard LTL,Arizona,Illinois,19375.6,4,1,125,4,5,TRUE,"$4,991.66 ","$1,376.66 ",$250 ,"$6,618.32 ","$4,180.90 ","$2,437.42 ",36.83,FALSE,No Claim,$0 ,565,$34.16 ,5.21
PRO1003244,CUST0054,SC003,SC009,DRV0170,TRK0128,"Monday, October 23, 2023","Friday, October 27, 2023","Saturday, October 28, 2023",October,4,2023,Trade Show,Missouri,Texas,10483,25,6,100,4,5,TRUE,"$1,024.08 ",$279.92 ,$75 ,"$1,379.01 ",$917.39 ,$461.62 ,33.47,FALSE,No Claim,$0 ,2309,$13.15 ,0.72
PRO1003437,CUST0223,SC029,SC019,DRV0127,TRK0044,"Tuesday, December 12, 2023","Saturday, December 16, 2023","Sunday, December 17, 2023",December,4,2023,Retail,Maryland,Ohio,1932,4,1,400,4,5,TRUE,$667.63 ,$161.75 ,$150 ,$979.39 ,$540.92 ,$438.47 ,44.77,FALSE,No Claim,$0 ,770,$50.69 ,0.81
PRO1003524,CUST0030,SC020,SC015,DRV0172,TRK0079,"Friday, October 4, 2024","Tuesday, October 8, 2024","Wednesday, October 9, 2024",October,4,2024,Trade Show,Indiana,Pennsylvania,2447.5,2,1,50,4,5,TRUE,$334.77 ,$60.95 ,$100 ,$495.72 ,$369.44 ,$126.28 ,25.47,FALSE,No Claim,$0 ,1864,$20.25 ,0.29
PRO1003533,CUST0298,SC029,SC003,DRV0022,TRK0134,"Monday, October 2, 2023","Friday, October 6, 2023","Saturday, October 7, 2023",October,4,2023,Retail,Texas,Ohio,6000.9,48,12,77.5,4,5,TRUE,$823.50 ,$223.04 ,$50 ,"$1,096.54 ",$816.61 ,$279.93 ,25.53,FALSE,No Claim,$0 ,269,$18.27 ,0.46
PRO1003585,CUST0036,SC010,SC013,DRV0024,TRK0118,"Friday, September 22, 2023","Tuesday, September 26, 2023","Wednesday, September 27, 2023",September,3,2023,Retail,North Carolina,Texas,17770.6,16,4,77.5,4,5,TRUE,"$5,630.12 ","$1,495.24 ",$150 ,"$7,275.36 ","$5,158.56 ","$2,116.80 ",29.1,FALSE,No Claim,$0 ,2376,$40.94 ,5.4
PRO1003626,CUST0089,SC020,SC028,DRV0124,TRK0078,"Wednesday, August 30, 2023","Sunday, September 3, 2023","Monday, September 4, 2023",August,3,2023,Flatbed,Alabama,Pennsylvania,6995.4,24,6,200,4,5,TRUE,$955.90 ,$250.15 ,$250 ,"$1,456.06 ","$1,234.46 ",$221.60 ,15.22,FALSE,No Claim,$0 ,2489,$20.81 ,3.63
